-6.26825e-05, 2.84036e-05, 0.000137686, 0.000368643, 0.0344793, 0.0147994, 0.0549777, 0.0193827, -0.0180039, 0.0201763, 0.0528119, 0.030237, 0.00339361, -0.00167375, 0.0092342, 0.00331665, -0.0158458, 0.0190823, 0.0185547, 0.0218857, 0.305012, 0.00838497, 0.382984, 0.16858, -0.244515, 0.00322682, 0.327597, 0.235124, -0.00188653, -0.034907, 0.0193531, 0.0410983, -0.0313348, 0.00969778, 0.0388053, 0.0456796, 0.186803, -0.133856, 0.262234, 0.379004, -0.253365, -0.100636, 0.321079, 0.203989, 0.000976011, 1.23375e-05, 0.00238382, 0.00290088, -0.00721823, 3.91627e-05, 0.00917728, 0.00352905, -0.00102686, 0.00079134, 0.011294, 0.00333422, 0.0198484, 0.0128153, 0.072503, 0.0160597, -0.000449364, 0.00128608, 0.00523694, 0.00137963, 
-0.000700756, 0.00514904, 0.00375475, 0.00907926, 0.00633472, 0.00324473, 0.0452287, 0.0269057, 0.00453074, -0.0097002, 0.0305993, 0.0470034, -0.00344576, -0.00510795, 0.00563457, 0.00579714, -0.0414744, 0.00417534, 0.0429524, 0.0483942, 0.106868, 0.0752799, 0.380319, 0.187093, -0.0168222, 0.113538, 0.266087, 0.430291, 0.00576894, 0.0233532, 0.0330561, 0.0441702, -0.0168804, -0.0110696, 0.0282321, 0.0671466, 0.103964, -0.0968028, 0.26765, 0.348718, -0.0785577, -0.20734, 0.307406, 0.380764, 0.014448, -0.0081169, 0.023551, 0.0647817, -0.00326124, -0.00760452, 0.00495047, 0.00865894, -0.0119892, -0.0199768, 0.0126954, 0.0211802, 0.0302486, 0.0132007, 0.0455779, 0.0305505, -0.00141975, 0.00114284, 0.00438093, 0.00653749, 
-0.00196854, 0.00420492, 0.00393049, 0.00456396, 0.00370412, 0.00181159, 0.0415006, 0.0414632, 0.00484139, -0.00858533, 0.0621155, 0.0208636, -0.00639072, -0.00289333, 0.00882098, 0.00397361, 0.00733937, -0.0129718, 0.0570525, 0.0168518, 0.0659005, 0.0848306, 0.411912, 0.218003, -0.124983, 0.0873474, 0.405135, 0.205956, -0.017305, -0.00622812, 0.0194797, 0.00750572, -0.0054404, -0.000231057, 0.0476505, 0.0343267, 0.283301, -0.116775, 0.385348, 0.13995, -0.283325, -0.0687816, 0.374903, 0.168422, 0.00633483, 0.01555, 0.02051, 0.0158175, -0.00105785, -0.0039049, 0.00530348, 0.0041129, 0.00626455, 0.0162638, 0.0382956, 0.0369098, 0.00267314, -0.000340747, 0.0664981, 0.0294856, -0.00121731, -0.00179964, 0.00582381, 0.00399037, 
-0.000617811, -0.000400231, 0.000627051, 0.000434168, 0.0377187, -0.00714848, 0.0435643, 0.00994364, -0.0152233, -0.0127337, 0.0574936, 0.019022, 0.000639746, 0.00211816, 0.00157426, 0.00257691, -0.00714252, 0.00867827, 0.0136513, 0.00951927, 0.395803, 0.0515856, 0.400413, 0.136281, -0.197457, 0.0315562, 0.448385, 0.184844, -0.00235889, 0.0228789, 0.0594816, 0.0281715, -0.0406442, 0.0181073, 0.0691112, 0.051903, 0.170592, -0.128844, 0.231569, 0.208444, -0.00703965, -0.215102, 0.33149, 0.231762, 0.0155172, 0.006084, 0.0614998, 0.0120824, 0.00855156, 0.00153353, 0.00862079, 0.00371298, -0.0340376, 0.0286561, 0.0462925, 0.0339826, 0.0232083, 0.00800083, 0.0350445, 0.00902916, 0.00160684, -0.00184185, 0.006923, 0.00259448, 
-0.000440504, 0.00424019, 0.00407542, 0.00454327, 0.00245385, -0.00323625, 0.0434246, 0.0425257, 0.00426951, -0.0103505, 0.060271, 0.0226995, -0.00645739, -0.00249351, 0.00812444, 0.00312732, 0.0164677, -0.0117868, 0.0519326, 0.0172231, 0.0513642, 0.0949715, 0.415168, 0.222418, -0.100515, 0.107657, 0.40889, 0.227001, -0.0301191, -0.0104832, 0.0306868, 0.0109749, -0.000500174, -0.00518794, 0.041138, 0.0350621, 0.285822, -0.115477, 0.392633, 0.123505, -0.288227, -0.0819412, 0.345919, 0.163342, 0.000881292, 0.0136928, 0.0157722, 0.0140859, -0.00291999, -0.00239749, 0.00750637, 0.00516776, 0.0148261, 0.0150303, 0.0392442, 0.0392599, 0.000402438, 0.00730739, 0.0598218, 0.0306823, -0.00457522, -0.000249036, 0.00798602, 0.00281479, 
-0.00271144, -0.00205761, 0.0107331, 0.00343399, -0.0114371, 0.00540894, 0.0171389, 0.00797805, -0.000961955, 0.0132153, 0.00710909, 0.0190148, 0.000290981, 0.00173707, 0.00113421, 0.00176299, 0.0146604, -0.0295019, 0.022897, 0.0408778, 0.174225, 0.15992, 0.322034, 0.223866, -0.187208, 0.130278, 0.29657, 0.347837, 0.00584682, -0.0104131, 0.0314608, 0.0388813, -0.000183213, 0.0211349, 0.0205618, 0.0266971, 0.285141, -0.0514662, 0.354799, 0.234956, -0.246595, 0.0636695, 0.407626, 0.13403, 0.0065843, 0.00949614, 0.0119776, 0.0129741, -0.00139158, 0.00418254, 0.00556413, 0.00553395, 0.00349864, -0.0250057, 0.0361717, 0.0356665, 0.0103899, -0.00352544, 0.0437097, 0.0244267, -0.000698009, 0.00317094, 0.00562972, 0.00935793, 
0.00656781, -0.000317495, 0.0070026, 0.00147587, -0.0382467, -0.0137362, 0.0465274, 0.0144142, 0.019239, 0.0129338, 0.0317775, 0.0287793, -0.00531228, 0.00154217, 0.00531228, 0.00155983, 0.0467007, -0.0282247, 0.0469363, 0.0349443, 0.139053, 0.117767, 0.428853, 0.252234, -0.203745, 0.161036, 0.357421, 0.236325, -0.00769215, 0.012567, 0.0154891, 0.021051, -0.0261227, 0.0224759, 0.0355833, 0.0345951, 0.349294, -0.0912178, 0.389989, 0.120891, -0.156917, 0.0835401, 0.299122, 0.15282, 0.0107782, 0.0182685, 0.0386554, 0.0319087, -0.00254061, -0.00261445, 0.00752366, 0.00346036, 0.0206061, 0.0198116, 0.0345263, 0.0483023, 0.00954425, -0.0191279, 0.0297955, 0.0212621, -0.000178664, 0.000542234, 0.00764691, 0.00105962, 
0.000327243, -0.00201209, 0.00715468, 0.00289439, -0.0241431, -0.00124741, 0.0264183, 0.00734229, 0.0247001, -0.0236348, 0.028703, 0.0246627, -0.00875887, -0.000699422, 0.00875887, 0.00196385, 0.0135224, -0.011391, 0.0345895, 0.041989, 0.115656, 0.171722, 0.363475, 0.212713, -0.145104, 0.156127, 0.242169, 0.314544, 0.00386825, 0.0144382, 0.0526946, 0.0414171, -0.00454404, -0.0119902, 0.0471241, 0.0287759, 0.350548, -0.1168, 0.421432, 0.123061, -0.186825, 0.0654031, 0.39699, 0.145964, 0.00263265, 0.012155, 0.0409091, 0.044009, -0.000265626, 0.00624104, 0.00748827, 0.00712277, 0.00422052, 0.022365, 0.0358623, 0.050822, -0.00171433, -0.0227417, 0.0677275, 0.0233272, 0.00221266, -0.000272962, 0.00897978, 0.00133751, 
0.004, -0.00390482, 0.00429849, 0.00397898, -0.026642, -0.00129949, 0.0579717, 0.0220833, 0.000232885, 0.000497654, 0.00346249, 0.00427427, 0.00270621, -0.00224929, 0.00569164, 0.00357398, -0.000418303, 0.00228512, 0.00220252, 0.00284059, 0.229713, 0.110978, 0.274519, 0.215744, -0.169536, 0.151814, 0.206187, 0.489736, 0.0309759, -0.00157689, 0.0535717, 0.0453924, 0.00292948, 0.00690841, 0.00835952, 0.00889332, 0.294004, -0.0399233, 0.302448, 0.257502, -0.217907, -0.030514, 0.351982, 0.136614, 0.0654484, 0.0216795, 0.0963398, 0.0597624, -4.29417e-05, 0.00507223, 0.00396916, 0.0121718, -0.0262624, -0.0201874, 0.0487899, 0.074183, 0.00618826, -0.0192537, 0.0454443, 0.0436762, 0.00500775, -0.0039698, 0.00600254, 0.00410525, 
0.00873329, -0.00186693, 0.00968783, 0.00325803, -0.0251796, -0.0105191, 0.0280845, 0.0130524, 0.0210368, -0.0173205, 0.0613945, 0.0192038, -0.000501441, -0.00172084, 0.0055781, 0.00353338, -0.00914467, -0.0175948, 0.0355227, 0.0327912, 0.180081, 0.122647, 0.265757, 0.153478, -0.0209221, 0.110176, 0.318123, 0.351025, -0.00653062, 0.0325226, 0.054571, 0.0407295, -0.0127041, -0.00631487, 0.013342, 0.00662754, 0.362004, -0.044848, 0.36768, 0.0653132, -0.214199, -0.0982389, 0.496292, 0.146664, 0.0289572, -0.0193174, 0.0493401, 0.0256525, 0.000481414, 0.00178814, 0.00112256, 0.00188922, 0.0167927, -0.00752948, 0.0302977, 0.0213704, -0.0106694, 0.0153077, 0.0440834, 0.0373972, 0.00131445, -0.00415634, 0.00298585, 0.00613936, 
